Transaction_ID,Account Holder,Transaction_Date,Amount,Beneficiary
6922355,Jack,2025-01-31,4325.29,Charlie
3840413,Frank,2023-01-17,3837.93,Grace
6958706,Charlie,2022-04-06,3880.53,Grace
1694953,Ivy,2024-06-13,8721.64,Bob
2090843,David,2025-05-05,9493.56,Alice
5922731,Jack,2024-05-16,9243.01,Ivy
2550072,Charlie,2022-05-30,5501.99,Bob
7101676,Frank,2023-07-12,3954.08,Jack
6473468,Frank,2023-09-07,7899.98,Charlie
8003652,Alice,2022-10-16,7897.56,David
5959397,Jack,2020-08-05,9319.34,Hannah
7554805,Ivy,2022-07-26,7018.57,Emma
8820186,Bob,2021-02-05,7191.68,Bob
2620527,David,2021-05-31,9696.49,David
1428112,David,2020-04-24,7034.17,Ivy
8056310,David,2020-11-29,6438.12,Jack
1622104,Grace,2025-02-18,5333.39,David
9848366,Charlie,2023-01-09,4507.97,Bob
8227317,David,2021-02-21,3005.43,Emma
1665942,Alice,2020-06-09,5478.14,Frank
7707632,Ivy,2021-06-08,6132.57,David
1783189,Emma,2023-05-13,9721.51,David
9326327,David,2020-01-25,3500.47,Jack
4554663,Frank,2021-08-30,7597.24,Charlie
3290616,Emma,2021-12-15,3357.23,Frank
5256063,Emma,2020-06-20,9999.59,Jack
9268877,Charlie,2023-09-08,842.54,David
8368974,David,2021-05-04,149.11,David
5477289,Jack,2022-10-26,5327.73,Jack
8190996,Alice,2025-02-17,4498.38,Frank
2416322,Frank,2023-03-10,9580.66,David
4230260,Hannah,2021-10-30,2566.51,Charlie
2215156,Charlie,2023-08-08,2415.09,Bob
2961254,Ivy,2021-01-06,1116.37,Frank
5943857,Ivy,2023-08-27,3264.34,Charlie
5489348,David,2020-08-30,7519.57,Emma
7928931,Frank,2024-10-30,5005.61,Jack
1019308,Jack,2025-03-03,9525.53,Jack
5239706,Jack,2023-03-08,6636.75,Emma
7011580,Hannah,2024-04-09,2771.62,Charlie
7064820,Charlie,2024-12-06,4427.98,Alice
4936160,Grace,2022-07-04,8780.86,David
4539968,Alice,2021-08-04,1492.77,David
9044773,Emma,2022-02-08,5764.62,Bob
8553682,Bob,2020-12-13,5251.91,Jack
6039346,Jack,2024-05-18,9700.28,Charlie
2625248,Bob,2025-03-30,8735.38,David
8880006,Alice,2021-02-24,7196.63,Hannah
2247327,Alice,2023-07-22,6483.71,David
1389399,Frank,2022-12-22,6675.9,Charlie
1977659,Alice,2022-10-16,6037.29,Charlie
4865608,Charlie,2021-03-14,3319.34,Ivy
4908114,Bob,2024-04-15,4090.84,Jack
7815812,Alice,2020-01-21,2365.88,Ivy
1554436,Ivy,2024-01-25,4833.36,Grace
5175730,David,2020-06-21,3278.13,Frank
2461561,Hannah,2023-06-29,9821.08,Charlie
5117086,David,2023-08-23,2866.05,Alice
1547517,Charlie,2022-07-03,1967.21,Alice
1265999,Ivy,2021-09-29,8307.07,Jack
5589932,Grace,2023-06-29,976.43,David
5945967,Bob,2024-02-20,8469.24,Alice
1674434,Charlie,2021-05-16,4520.72,Frank
2811102,Emma,2022-05-24,2964.36,Jack
5500748,Ivy,2023-09-28,5277.33,Ivy
7006334,Frank,2024-04-25,1860.94,Frank
6043916,Alice,2022-11-26,1666.06,Emma
8853934,Ivy,2021-05-10,2080.42,Alice
8819042,Grace,2024-07-22,1687.87,Ivy
6351310,Bob,2023-01-11,3951.17,Ivy
4394975,Charlie,2023-09-03,2665.16,Grace
3479455,Alice,2020-03-26,162.36,Emma
3615566,Alice,2024-10-16,2345.27,Emma
4601842,Ivy,2020-12-18,6891.35,Alice
6118271,Charlie,2021-08-08,2365.62,David
2075027,Emma,2021-04-17,8103.97,David
6534402,Jack,2022-05-02,6434.32,Bob
4751140,Frank,2021-07-25,7615.04,Jack
9061484,Jack,2023-03-16,3449.89,David
6110678,Charlie,2024-01-21,568.51,Hannah
5169251,Charlie,2020-04-28,7153.06,Alice
9793522,Ivy,2020-01-31,8985.33,Bob
8428432,David,2021-04-16,7270.94,Bob
4727504,David,2021-08-09,8748.89,Alice
5144861,Bob,2023-01-12,3053.37,Grace
1856959,Bob,2022-02-20,6590.88,Jack
3288235,Bob,2020-12-07,9388.79,Alice
8858900,Ivy,2024-08-31,9717.43,Ivy
8190880,David,2025-04-13,10.14,Emma
7079587,David,2024-05-17,492.62,Bob
2634135,Frank,2022-11-04,9162.96,Emma
6208437,Alice,2021-04-07,5520.29,Jack
7446382,Alice,2022-05-07,9745.75,Grace
5065645,Jack,2023-12-29,2120.03,Hannah
8444979,Emma,2021-01-24,9322.37,Ivy
4866440,Jack,2023-11-05,7736.82,Jack
3704189,Bob,2025-02-04,825.83,Alice
4374254,Bob,2022-01-17,4606.15,Charlie
9581365,Alice,2024-12-01,9112.57,David
7628469,Hannah,2021-09-27,323.88,Frank
8733750,Ivy,2023-03-02,4902.9,Frank
5344425,Bob,2023-09-12,9997.32,Hannah
5806991,Ivy,2022-01-24,9709.2,Alice
4907854,Jack,2023-10-28,7141.18,Hannah
5178505,Charlie,2024-10-26,9596.95,David
6687919,Emma,2025-02-01,666.98,Hannah
1575064,Bob,2021-06-30,7165.75,Emma
6033171,Bob,2021-02-10,4329.1,Frank
6574335,Grace,2022-06-16,4421.09,Bob
8933094,Frank,2021-04-03,2900.8,Charlie
8765990,Grace,2020-10-15,8570.91,Hannah
3039770,Charlie,2024-03-19,5433.4,Grace
2453578,Jack,2021-11-06,8125.45,Emma
6152107,Ivy,2020-12-01,1215.33,Hannah
5749502,Bob,2021-04-19,8204.29,Jack
6276767,Ivy,2021-12-04,4911.57,Charlie
7789913,David,2021-05-03,6566.55,David
4130580,Emma,2022-01-08,8666.13,Frank
3448651,Alice,2023-02-23,3612.27,David
8108542,Charlie,2021-04-27,2552.97,Emma
7462187,Charlie,2021-05-08,3944.5,Hannah
4538353,Charlie,2021-03-30,7423.33,Emma
4529131,Emma,2024-03-02,1612.08,Grace
5915425,Emma,2025-02-14,9394.95,Hannah
9981699,Ivy,2020-09-04,755.17,Charlie
2005602,Charlie,2022-04-20,7962.51,Charlie
6831500,Ivy,2025-03-21,9254.7,Ivy
3426052,Alice,2022-03-19,2042.48,Alice
8463874,Frank,2023-09-19,7771.03,Alice
3296868,Jack,2023-04-22,198.31,Grace
7943157,Charlie,2020-11-04,6993.66,Emma
5716540,Hannah,2022-01-22,108.66,Alice
9724941,Charlie,2024-02-28,5353.92,David
7943662,Grace,2022-12-19,2941.92,Grace
2346961,Alice,2021-01-29,2324.08,Bob
4306643,Jack,2024-02-21,3819.11,Alice
3385340,Emma,2021-06-30,8270.97,Bob
3882554,Hannah,2023-12-14,6639.61,Frank
6549752,Grace,2022-11-25,6055.26,Jack
3737319,Alice,2020-01-19,4312.81,Ivy
9202187,Bob,2023-11-16,4094.66,Emma
1142849,David,2024-06-20,3279.69,Emma
8100936,David,2024-10-30,4472.89,Ivy
5914450,Frank,2020-08-02,562.3,Hannah
8567411,Charlie,2024-03-22,6279.0,David
5753513,Charlie,2023-02-12,9880.34,Grace
2792269,Alice,2023-10-18,8765.71,Ivy
2569267,Alice,2022-07-17,244.93,David
8229504,Hannah,2020-04-25,9804.23,David
5562674,Alice,2023-11-25,4914.88,David
5807547,Hannah,2022-01-25,8680.93,Hannah
3297015,Charlie,2020-11-30,9583.56,David
1635168,Alice,2022-05-29,8365.86,David
3881470,Bob,2020-04-05,7393.29,Frank
4333789,David,2023-12-07,2847.6,Ivy
3402064,Ivy,2021-09-05,9858.16,Emma
1309767,Alice,2024-04-05,6904.43,Grace
2350261,Grace,2024-03-25,341.29,Jack
8884780,Charlie,2024-10-05,605.34,Frank
1534453,Emma,2025-06-07,9994.67,Charlie
9828381,Alice,2024-02-05,2484.72,Ivy
8698766,Charlie,2021-04-16,4013.34,Emma
3461657,Bob,2022-05-09,9696.32,Frank
5061896,Frank,2021-03-25,7626.78,Hannah
2583279,Frank,2023-03-31,1838.83,Bob
2468694,Grace,2025-02-19,3284.51,Emma
7944422,Frank,2022-10-22,965.93,David
2571715,Alice,2024-03-22,3096.13,Alice
6514609,Bob,2022-08-19,1041.7,Bob
9716677,Charlie,2021-11-19,6843.78,Bob
5186129,Hannah,2023-12-26,7582.1,Bob
4653921,Grace,2024-11-08,1724.69,Charlie
8393934,Frank,2020-04-10,2841.15,Grace
5146813,Charlie,2021-04-27,5325.61,Bob
3404907,David,2021-06-27,3973.76,Bob
1844407,David,2023-02-23,5344.93,Grace
6420435,David,2022-12-05,9626.6,Emma
9186084,Charlie,2022-06-16,6150.74,Jack
9283610,Hannah,2020-01-09,9969.64,Alice
8188924,Emma,2024-11-04,4778.37,Jack
1231123,Charlie,2024-01-19,8461.33,Jack
3703620,Charlie,2023-05-24,3753.17,Alice
4980072,David,2023-07-07,3886.82,Alice
6196703,Alice,2020-05-11,4521.35,Emma
1528132,Jack,2024-08-24,1242.9,Hannah
9319960,Bob,2023-08-29,1253.89,Bob
4748459,Alice,2020-06-06,6087.32,Charlie
6963126,Bob,2024-07-25,5539.04,Alice
2851172,Hannah,2020-03-29,9566.28,Grace
7730212,David,2020-03-29,9600.02,David
3795866,Frank,2022-05-03,9780.51,Grace
9074061,Emma,2022-02-27,8504.08,Alice
6513048,Frank,2023-04-14,6922.87,Grace
6278749,Bob,2022-11-22,8431.81,Grace
2538547,Grace,2023-10-01,3558.39,Frank
5655025,Alice,2020-10-04,895.45,Hannah
4304323,Emma,2025-04-27,3305.67,Hannah
9038158,Emma,2021-11-12,5533.63,Bob
1374830,Charlie,2021-11-09,4572.76,David
6895277,David,2024-07-16,1130.34,Grace
2158785,Charlie,2021-12-15,3586.73,Emma
4096235,Alice,2023-04-30,1307.57,Ivy
6778334,Frank,2024-02-15,8204.09,Charlie
7876108,Alice,2022-02-05,1878.49,Bob
6300365,Charlie,2025-01-13,5066.07,Hannah
2323454,David,2023-11-02,5412.67,Grace
2469783,Emma,2022-03-25,8774.92,Jack
7291305,David,2023-08-17,7974.45,Charlie
4712230,Ivy,2021-11-11,9129.99,Grace
5078936,Frank,2020-11-22,5862.52,Frank
9157412,Jack,2021-11-08,5027.16,David
6412492,Alice,2023-03-20,5486.44,Alice
3133291,David,2020-02-26,3556.04,Charlie
9610187,Grace,2022-02-05,9028.62,Hannah
9540498,Hannah,2023-12-29,1789.4,Grace
6357819,David,2025-02-03,6953.06,Grace
3676490,Frank,2021-08-29,2350.25,Alice
5046485,Alice,2020-06-24,5085.16,Frank
8145860,Alice,2020-04-03,6647.99,Hannah
7727650,Ivy,2021-02-16,7902.9,Frank
2415439,Jack,2021-05-28,9090.12,Emma
5164083,Bob,2024-08-05,5402.33,Ivy
1503237,Emma,2024-04-19,599.78,Jack
3736620,Hannah,2022-11-05,7571.74,Frank
8723405,Charlie,2020-11-07,6658.65,Emma
4966251,David,2021-01-04,4488.44,Alice
3194542,Emma,2024-03-12,8060.76,David
5390254,Jack,2024-11-20,9477.27,Jack
1812270,Jack,2023-05-20,2276.64,Frank
9687608,Charlie,2020-06-02,1140.13,Ivy
9122606,Alice,2024-09-18,2514.24,Emma
9049130,Grace,2023-05-17,6198.64,Emma
1267175,Frank,2023-02-26,1220.13,David
5740052,Grace,2023-11-28,4663.13,Grace
6541358,Emma,2023-04-22,3518.91,Alice
1082925,Charlie,2024-01-28,5686.96,Frank
4456164,Alice,2021-05-22,255.84,Grace
6998725,Frank,2024-10-15,907.86,Jack
8784750,Charlie,2021-04-05,4953.78,David
8739763,Bob,2025-04-05,6277.89,David
5752650,Bob,2022-06-30,201.49,Bob
2088807,Hannah,2022-02-13,937.84,Grace
9531782,Charlie,2020-05-08,5097.0,Frank
1287818,Grace,2022-08-03,4211.01,Ivy
9252455,Emma,2022-03-31,5382.04,Ivy
2247744,Ivy,2020-02-18,5174.0,Alice
9094560,David,2024-06-28,9474.43,David
9060460,Frank,2023-08-11,418.41,Emma
2014967,Ivy,2023-07-10,502.17,Charlie
2754771,Frank,2022-12-06,1018.72,Alice
5378040,Emma,2023-01-17,7492.93,Jack
6775910,Emma,2022-04-29,2342.22,Jack
3461026,Bob,2020-10-05,5222.44,Hannah
5835196,Charlie,2022-09-07,2098.12,Charlie
7236304,Charlie,2020-08-27,2657.42,Alice
6285493,Ivy,2021-09-06,8221.98,Grace
2362288,Alice,2024-09-09,6935.32,Bob
7584187,Emma,2024-08-13,8799.79,Bob
7691161,Alice,2022-04-06,7057.19,Ivy
6780930,Emma,2022-12-26,3746.8,Jack
6414457,Charlie,2020-08-14,6372.21,Jack
4176675,Jack,2020-01-19,7008.42,Alice
4083723,Hannah,2021-07-01,7283.46,Charlie
3424492,Jack,2024-12-22,9720.68,Alice
1797620,Ivy,2021-10-10,6845.97,Emma
3521496,Charlie,2022-01-28,6140.95,Alice
3140618,David,2023-04-06,7742.38,David
6194432,David,2023-05-23,1748.42,David
6762484,Emma,2020-02-10,3512.22,David
8236367,Grace,2023-01-26,312.61,David
1362489,Jack,2021-03-22,4774.59,Charlie
6468209,Jack,2020-11-09,6612.64,Charlie
7527602,Grace,2024-07-30,9581.72,Jack
3899762,David,2020-01-28,4533.29,Bob
9949734,Alice,2022-09-14,4941.16,Ivy
6805120,Ivy,2023-04-08,7121.81,Emma
7135523,Hannah,2020-10-21,4576.43,Bob
7099424,Alice,2020-06-08,2054.0,Alice
3244874,Alice,2020-05-01,3750.1,Charlie
6789366,Bob,2021-05-07,3751.73,Hannah
1022223,Hannah,2020-01-29,1777.44,David
2951760,Charlie,2020-12-25,6633.64,Charlie
2700889,Hannah,2022-04-21,9877.84,Bob
8967766,Jack,2020-07-12,3752.61,Alice
9459120,Ivy,2024-04-21,9254.79,Ivy
2466209,Bob,2024-09-29,9982.09,Bob
3948221,Emma,2022-09-03,6041.33,Charlie
2755868,David,2020-11-06,5816.56,Jack
2910176,Frank,2025-06-14,275.41,Bob
8391620,David,2023-08-31,8260.82,Frank
9148123,Frank,2022-09-08,3266.17,Hannah
7156166,Emma,2021-03-31,911.64,Alice
9465919,Alice,2020-09-07,8166.75,Ivy
7122647,Charlie,2024-05-28,4022.07,Charlie
2270688,Frank,2025-01-15,9754.31,David
4754382,Jack,2020-06-07,3779.72,Hannah
8037687,Emma,2024-01-07,6106.68,Emma
9018705,Emma,2023-11-19,8050.16,David
1043332,Grace,2022-01-04,3636.91,Hannah
7489109,Ivy,2022-03-13,8707.75,Emma
5810304,Grace,2022-10-15,7403.4,Ivy
7640076,Frank,2021-09-22,2657.63,Hannah
2202102,Charlie,2024-07-07,7464.17,Hannah
7011466,Emma,2024-01-08,7111.47,Frank
6687391,Bob,2021-01-25,9407.55,Alice
8862014,Ivy,2023-03-10,3154.83,David
1210238,Charlie,2020-11-05,8793.65,David
1297497,Emma,2020-10-26,7447.52,David
1078375,Grace,2022-04-01,1186.55,Hannah
1803674,Grace,2025-06-16,1763.71,Alice
5788813,Bob,2024-08-25,6374.79,Alice
2700361,Charlie,2020-10-17,9560.5,Alice
5032175,Jack,2024-10-14,6500.49,Alice
7009222,David,2022-01-24,2465.58,Frank
5903640,Ivy,2023-02-09,4668.4,Hannah
2993980,Ivy,2025-03-09,5121.26,Emma
9820835,Charlie,2023-09-22,1738.86,Bob
2586444,Grace,2022-10-13,1196.3,Grace
2572267,Charlie,2022-12-14,6702.59,Grace
2095416,David,2023-08-20,8540.56,Ivy
3042872,Emma,2022-09-25,729.35,Grace
6653243,Grace,2022-02-04,8904.22,Grace
1639673,Bob,2021-11-13,8206.12,Emma
6011802,Ivy,2020-02-05,2971.09,Frank
5670793,Ivy,2024-11-28,638.41,Hannah
6024561,Hannah,2021-09-06,8590.75,Emma
2971124,Hannah,2021-05-05,5001.0,Bob
4161710,Emma,2021-01-18,8596.4,David
3865259,Emma,2020-01-01,9717.64,Grace
6537521,Bob,2023-05-28,1535.4,David
8022737,Grace,2024-01-12,1129.19,Jack
7372024,Grace,2021-09-13,6439.94,Alice
4738331,Ivy,2021-09-08,3739.17,Charlie
5797349,Charlie,2024-07-02,7179.73,Hannah
5492759,Charlie,2022-06-15,5311.4,Bob
9095285,Frank,2021-05-12,2915.34,Frank
7562719,Ivy,2021-06-22,337.21,Emma
3520971,Bob,2021-07-10,7620.11,Hannah
3730098,Emma,2022-01-03,285.71,Jack
9173218,Emma,2020-08-25,6688.44,Hannah
1187242,Bob,2020-05-24,5638.88,Frank
7327479,Emma,2025-02-10,5977.06,Jack
9286961,Frank,2021-08-17,1346.18,Hannah
6923894,Jack,2021-04-10,1558.53,Ivy
9518554,Jack,2022-05-19,3889.39,Frank
3816350,Hannah,2023-02-10,1211.15,Grace
3870415,Bob,2025-06-07,2401.37,Alice
3529831,Hannah,2023-01-02,950.04,Alice
6192625,Alice,2023-10-25,7274.72,Charlie
8832616,Bob,2020-12-11,7344.89,Frank
1587372,Charlie,2024-11-15,6936.28,Grace
5504105,Alice,2021-03-16,5741.2,Bob
7239669,Grace,2021-02-07,7167.06,Ivy
6211616,Hannah,2020-01-06,4606.43,Grace
6509412,Hannah,2025-05-19,7908.1,Alice
3608123,Alice,2025-06-07,2191.33,Ivy
7752150,Ivy,2024-05-04,5202.75,Alice
5922402,David,2023-09-02,3905.03,Charlie
8933177,Alice,2025-06-21,7312.68,Charlie
1737360,Ivy,2020-02-25,704.96,Alice
4521272,Emma,2020-03-18,9610.51,David
1021651,Jack,2021-02-06,8423.6,Emma
4188060,Alice,2024-10-08,7055.84,Grace
2927229,Hannah,2024-03-31,5869.58,Grace
2015974,David,2022-01-04,9882.68,Emma
5134866,David,2022-03-31,5224.8,Charlie
9778342,Grace,2024-07-16,8499.43,Hannah
3306241,Jack,2020-09-28,5137.81,Grace
8351158,Ivy,2024-12-09,8304.0,Alice
5952802,Hannah,2024-07-06,4412.95,Frank
3087205,Bob,2024-05-23,7163.31,David
4103955,Grace,2024-06-26,8062.66,Frank
8726458,Frank,2022-03-28,9311.86,Alice
7682149,Jack,2024-02-03,9208.23,Alice
7364634,Bob,2024-01-03,9667.85,Jack
4783504,Charlie,2024-11-02,6374.39,Emma
4260363,Hannah,2024-04-24,2469.43,Jack
4908032,Hannah,2025-03-31,1281.69,Jack
5828466,Frank,2024-08-26,5688.95,Frank
7697998,Bob,2025-03-31,8449.39,Ivy
4576858,Jack,2024-12-29,3060.4,Jack
8863655,Grace,2021-01-17,3612.91,Frank
7428351,Jack,2024-09-20,478.09,Ivy
5520629,Emma,2022-02-15,7458.62,Emma
3194464,Jack,2021-10-03,2384.81,Grace
5899873,Grace,2020-03-06,3804.85,Alice
4008142,Frank,2021-12-24,8980.63,Charlie
6777624,Bob,2020-02-27,4458.93,Alice
8104350,David,2023-01-21,3450.48,Bob
8260389,Emma,2022-07-29,4383.79,Frank
2255097,Grace,2024-01-22,4617.37,Grace
1057539,Hannah,2021-09-22,6684.97,Grace
5530159,Charlie,2021-06-04,9283.29,Bob
3844963,Bob,2022-03-26,9638.97,Jack
1340911,Charlie,2022-06-21,2651.81,Bob
8281157,Emma,2022-06-28,3877.82,Bob
2977531,Ivy,2020-05-29,8500.21,Frank
8610770,Frank,2023-04-09,6330.0,Ivy
7218174,Alice,2024-05-18,8386.64,Ivy
7104087,Grace,2022-12-25,8699.98,Ivy
3100462,Jack,2022-07-05,2451.1,Frank
3020526,Alice,2022-04-04,6229.87,Hannah
5686505,Alice,2021-04-28,9839.56,Bob
9909857,Grace,2025-06-13,4267.39,Charlie
3623221,Ivy,2022-05-05,7948.79,Bob
1398038,Bob,2024-05-12,5434.22,Emma
3392397,David,2020-05-17,3360.77,Frank
2308005,Ivy,2022-03-29,7538.73,Charlie
6129868,Hannah,2022-10-11,9870.73,Charlie
1689629,Ivy,2021-09-08,2222.28,Hannah
3799804,Charlie,2024-11-06,2563.56,Frank
8478469,Ivy,2021-01-12,2069.39,Hannah
9716432,Grace,2023-08-25,4987.32,Charlie
6990708,David,2022-12-13,7804.44,Charlie
8415005,Frank,2023-09-13,4408.66,Hannah
4985402,David,2021-10-24,883.16,Bob
4835969,David,2020-09-02,1904.79,Hannah
3663208,Bob,2022-05-01,8193.14,Frank
7499882,Emma,2023-04-28,7048.64,Emma
3258374,Grace,2022-07-20,3869.07,David
1809906,Bob,2024-01-02,5922.21,Alice
2378004,Jack,2021-10-13,587.38,Bob
3349417,Emma,2024-07-14,2690.34,Emma
8975101,Charlie,2024-02-20,6100.58,David
4103930,Jack,2023-05-15,9111.32,David
6249485,Frank,2020-10-26,3135.76,Jack
7711044,Frank,2023-05-07,7309.51,Jack
3683080,Emma,2020-03-08,5563.46,Alice
3970449,Emma,2024-09-30,8722.81,Ivy
3108329,Emma,2024-03-13,8354.69,Bob
4166859,David,2024-07-28,7302.56,Charlie
9046256,Grace,2020-08-02,4416.25,Frank
3576377,Alice,2022-10-16,7121.25,Hannah
6399307,Frank,2025-02-18,183.93,Hannah
9572186,Emma,2024-08-09,3062.29,Emma
5264898,Alice,2022-12-02,7923.39,Ivy
1369963,David,2020-11-08,3095.16,Charlie
9931269,Emma,2021-01-24,9858.17,Hannah
5460059,Jack,2021-08-01,3995.16,Jack
2587089,Charlie,2023-01-09,9224.96,David
2254752,Jack,2021-05-28,241.65,Charlie
1433923,Emma,2024-06-12,1539.08,Ivy
1187755,Emma,2025-04-30,8482.43,Alice
5425851,Grace,2020-04-21,7910.99,Charlie
5434117,Hannah,2021-06-02,8497.61,Ivy
6636215,Emma,2020-05-08,4891.15,Jack
6452014,Grace,2022-02-05,4274.01,Hannah
1654152,Ivy,2023-03-03,4631.21,David
7680758,Hannah,2020-09-30,1200.52,Charlie
8352456,Alice,2022-07-03,1411.6,Grace
3508638,Bob,2025-02-28,1454.81,Emma
6635558,Emma,2022-09-12,5955.99,Frank
8927156,Alice,2020-12-24,3405.8,David
1268362,Hannah,2020-08-07,3021.14,Jack
3660059,Emma,2023-03-20,5575.24,Grace
8723392,Emma,2021-03-18,727.64,David
6992475,Charlie,2021-10-06,3667.59,Alice
4788897,Hannah,2022-06-30,8775.05,Charlie
9888774,Ivy,2024-12-08,2978.22,Bob
8818724,Bob,2024-09-08,7245.21,Hannah
4361917,Frank,2024-01-22,5900.77,Emma
8148154,David,2022-08-02,2955.47,Emma
1621720,Emma,2025-01-21,8928.43,Bob
3748436,Emma,2020-04-02,9898.45,Emma
7070632,Emma,2022-02-07,6642.55,Bob
2053298,Emma,2023-03-27,4467.65,Bob
5890508,Charlie,2023-08-31,7355.94,Jack
8068193,David,2020-06-21,9261.99,Charlie
9902284,Charlie,2020-11-11,8795.04,Charlie
6082246,David,2021-05-07,7208.84,Charlie
3686631,Charlie,2023-05-18,8023.16,David
2060755,Alice,2020-03-30,3390.97,Bob
3733446,Emma,2023-02-16,3226.89,David
8605230,Frank,2022-11-18,9591.71,Emma
3847703,Hannah,2025-03-21,137.71,Alice
8624083,Emma,2025-01-23,236.86,Grace
6683913,Bob,2020-03-31,8048.1,Grace
2829057,David,2022-10-31,7942.16,Charlie
1740624,Charlie,2020-09-27,9868.41,Charlie
7555868,Frank,2025-01-26,3353.88,Emma
9487886,Hannah,2023-12-10,7942.09,Frank
4276727,Emma,2022-09-21,2487.98,Hannah
7880710,Bob,2022-08-09,5799.52,Hannah
7994941,Ivy,2022-05-23,9416.8,Hannah
9055954,David,2020-09-29,1040.91,Hannah
2241528,Ivy,2022-07-06,8132.42,Hannah
1609684,Ivy,2021-06-22,8165.13,Grace
6560779,Hannah,2022-10-30,9742.34,Frank
8980785,Bob,2021-02-01,7505.83,Jack
3699962,Alice,2020-09-28,5830.58,Jack
2138997,Frank,2024-03-30,2663.15,Emma
9622555,Alice,2021-07-31,744.14,Emma
9892067,Charlie,2025-04-17,7138.36,Ivy
5137443,Emma,2022-02-10,2455.56,Emma
2410868,Ivy,2021-07-12,3609.26,Jack
2720819,Bob,2024-02-04,9429.24,Hannah
1173001,Hannah,2023-09-02,6250.78,Hannah
3095036,Grace,2021-12-14,7857.74,Emma
2629392,Charlie,2025-02-26,8436.09,Emma
4582561,Grace,2023-06-04,5413.05,Charlie
2021604,Grace,2020-03-17,4280.26,Jack
2738421,Frank,2023-11-02,5634.59,Charlie
3841171,Bob,2023-11-15,3023.59,Alice
4306308,Frank,2024-07-27,7967.41,Emma
5370720,Hannah,2023-04-04,237.28,Jack
1814335,Charlie,2020-03-07,3177.51,Jack
2325382,Grace,2023-10-30,3683.56,Jack
2559460,Charlie,2024-02-09,6820.7,Grace
1050091,David,2023-12-05,6022.41,Jack
6361439,Bob,2021-09-04,5311.9,David
7965513,David,2025-04-26,7184.4,Frank
2681410,Emma,2024-09-01,7518.27,Jack
3248519,Ivy,2024-06-02,4125.63,Alice
6495193,Bob,2022-11-23,4071.07,Hannah
5421679,David,2020-04-05,1720.98,Bob
2353934,David,2024-03-22,3309.68,Frank
6294374,Grace,2021-05-09,2020.2,Emma
5041813,Alice,2020-02-13,2430.99,Ivy
8161304,Bob,2024-07-03,6188.12,Grace
4636715,David,2021-05-30,7922.94,Charlie
3090814,Charlie,2023-05-03,2241.57,Alice
1853734,Charlie,2024-06-23,1256.23,Emma
8981698,David,2024-08-06,6460.06,Alice
3730468,Grace,2024-04-17,2348.56,Jack
2670891,Bob,2024-03-12,3095.67,Frank
9740084,Alice,2024-02-15,5421.17,Jack
8276166,Frank,2024-06-08,8261.94,Frank
6445612,Hannah,2020-12-06,5332.29,Alice
9351002,David,2023-03-02,8989.65,David
8750744,Alice,2020-10-10,4201.12,David
9478620,Hannah,2022-10-07,4156.51,Alice
4860017,Hannah,2024-02-17,7929.85,Jack
8555097,Alice,2020-02-07,6564.1,Grace
2581959,Jack,2020-08-29,5709.55,Jack
3971097,Grace,2021-06-28,7376.24,Grace
7544452,Emma,2024-11-12,7819.89,David
4501192,Grace,2020-08-28,3818.29,Frank
2655621,Jack,2025-05-24,4831.05,Grace
4788880,Frank,2022-12-20,6198.91,Grace
2404021,Hannah,2020-05-15,8739.7,Jack
6848167,Bob,2020-04-21,2530.39,Charlie
7014323,Frank,2022-07-30,9150.29,Hannah
6611609,David,2022-08-04,7804.9,Frank
1416412,Bob,2020-04-08,2341.5,Charlie
1207100,Grace,2022-11-29,9441.8,Alice
4719081,Jack,2023-02-21,3520.17,David
8015889,David,2023-02-04,4272.48,Hannah
1806284,Bob,2021-06-08,8125.2,Frank
9299847,Bob,2024-04-25,504.95,David
8728729,Ivy,2024-01-31,7864.0,Bob
9328788,Ivy,2020-09-21,6844.04,David
6014110,Jack,2022-07-05,4455.03,Grace
4624624,Frank,2022-12-16,38.83,Hannah
7944936,Jack,2022-05-22,3046.56,Emma
3190078,Charlie,2023-10-10,8184.12,Alice
1099660,Hannah,2024-10-25,868.88,Grace
6243764,Hannah,2025-05-29,1679.43,Hannah
7596260,Jack,2025-03-27,4362.7,Jack
1426159,Bob,2020-03-25,8724.78,Hannah
5567355,Grace,2025-03-04,9150.53,Grace
3187547,Alice,2023-10-29,2221.24,Grace
1679450,David,2024-03-19,2853.61,Hannah
7351735,Hannah,2022-03-27,9122.04,Bob
1599720,Grace,2021-07-15,6927.91,Bob
6072676,Charlie,2020-10-25,1749.25,Charlie
6637191,Charlie,2024-12-11,6063.34,David
5736629,Bob,2021-08-06,1362.46,Grace
6439179,David,2023-12-20,5140.28,Ivy
8826120,Frank,2021-12-21,2821.25,Jack
5650405,Grace,2021-01-23,5569.04,Jack
3062540,David,2023-12-04,689.59,Emma
1129638,Bob,2024-03-20,4815.55,Bob
7602479,Bob,2020-02-11,7679.67,Grace
1866256,Jack,2023-06-07,3386.08,Frank
2300737,Ivy,2021-03-28,7181.82,Grace
4737566,David,2024-02-24,9271.47,Ivy
4750042,David,2022-08-23,3029.1,Alice
4198459,David,2022-03-24,8587.41,Alice
4570633,Bob,2021-03-20,1165.31,Grace
2480307,Alice,2021-06-02,3043.12,Jack
5593169,Hannah,2024-05-20,3230.43,Hannah
